Order ID,Invoice ID,New Invoice ID,Invoice Reference Number (IRN),Shipment date,Invoice date,GST ID,ASIN,SKU,Item Title,Quantity,Item Cost,GST Rate,CESS Rate,HSN,Warehouse Code/Name,Status,Tax Collected at Source (TCS)
UV54zRjQt,U6cznHmdt-66x,INVOICE0001,,11 Mar  2024 1:46:48 PM IST,13 Mar  2024 1:00:08 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UXfw1d39t,U6cznHmdt-66x,INVOICE0001,,12 Mar  2024 2:13:36 PM IST,13 Mar  2024 1:00:08 PM IST,07AAFCV4903R1ZR,B0CLJMPNKP,VKAMCLEANER0112,Autofy 250GSM - 40cm x 40cm - [Pack of 1] - Microfiber Cloth Double Sided Microfiber Cloth for Car Lint Free Super Soft Plush Car Cleaning Cloth Sueded Edges for Scratch Free Car & Bike Cleaning,1,Rs.100.00,12%,0%,63029400,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UCVDMt3Pt,U6cznHmdt-66x,INVOICE0001,,12 Mar  2024 2:13:36 PM IST,13 Mar  2024 1:00:08 PM IST,07AAFCV4903R1ZR,B0CSPKB5MW,VKAMCLEANER0125,Autofy Brush Rage-1 Car Cleaning Brush with Handle and Dust Cover Car AC Vent Cleaner Dashboard Cleaner Accessories for Detailing Brush Multipurpose Gadget Cleaner Car Duster Brush,1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UXmrvymlt,U6cznHmdt-66x,INVOICE0001,,11 Mar  2024 1:46:48 PM IST,13 Mar  2024 1:00:08 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UVwcKJjYt,U6cznHmdt-66x,INVOICE0001,,11 Mar  2024 1:46:48 PM IST,13 Mar  2024 1:00:08 PM IST,07AAFCV4903R1ZR,B07SYHQ5FQ,B07SYHQ5FQ,Autofy 1 YEAR WARRANTY StreetGod Plug and Play Highway Indicator Flasher Relay For TVS Apache Apache 4V 160/200 (Till 2019) & Apache 2V 160/180 ABS (Till 2018) (LED & Bulb Indicators),1,Rs.100.00,12%,0%,85122120,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UVXTpbmGt,U6cznHmdt-66x,INVOICE0001,,11 Mar  2024 1:46:48 PM IST,13 Mar  2024 1:00:08 PM IST,07AAFCV4903R1ZR,B0CLJJMYMX,VKAMCLEANER0075,Autofy 500GSM - 40cm x 60cm - [Pack of 3] - Microfiber Cloth Double Sided Microfiber Cloth for Car Lint Free Super Soft Plush Car Cleaning Cloth Sueded Edges for Scratch Free Car & Bike Cleaning,1,Rs.100.00,12%,0%,63029400,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UCghJt71t,U6cznHmdt-66x,INVOICE0001,,9 Mar  2024 12:59:17 PM IST,13 Mar  2024 1:00:08 PM IST,07AAFCV4903R1ZR,B0CSK9T1FP,VKAMLOCK0015,Autofy Anti Theft Heavy Duty Stainless Steel Wheel Disc Brake Lock for Bike/Motorcycle Security (Chrome Finish),1,Rs.100.00,12%,0%,87150090,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UchMdM7nt,U6cznHmdt-66x,INVOICE0001,,9 Mar  2024 12:57:56 PM IST,13 Mar  2024 1:00:08 PM IST,07AAFCV4903R1ZR,B0CLJLC144,VKAMCLEANER0113,Autofy 250GSM - 40cm x 40cm - [Pack of 2] - Microfiber Cloth Double Sided Microfiber Cloth for Car Lint Free Super Soft Plush Car Cleaning Cloth Sueded Edges for Scratch Free Car & Bike Cleaning,1,Rs.100.00,12%,0%,63029400,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UwPQ0Cmtt,U6cznHmdt-66x,INVOICE0001,,11 Mar  2024 1:46:48 PM IST,13 Mar  2024 1:00:08 PM IST,07AAFCV4903R1ZR,B091YSZHS6,B091YSZHS6,Autofy Cool-Max Balaclava Face Mask for Bike Riding Sports Cycling Running Cricket Hiking for Summer Winter Sweat Absorbing Anti-Hair fall Helmet Liner (240 GSM Quick Dry Fabric  Universal Size  Unisex),2,Rs.100.00,12%,0%,65070000,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UwDZQL7jt,U6cznHmdt-66x,INVOICE0001,,9 Mar  2024 1:00:44 PM IST,13 Mar  2024 1:00:08 PM IST,07AAFCV4903R1ZR,B08V8Y4BVF,B08V8Y4BVF,Autofy Multipurpose Microfiber 800 GSM Pack of 2-40cm x 40cm Cleaning Towel Microfibre Cloth Highly Absorbent Dust Towels for All Vehicles Bikes Cars Glass Kitchens - Multicolour,1,Rs.100.00,12%,0%,63071110,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
U18JX71bt,U6cznHmdt-66x,INVOICE0001,,11 Mar  2024 1:46:48 PM IST,13 Mar  2024 1:00:08 PM IST,07AAFCV4903R1ZR,B08V8Y4BVF,B08V8Y4BVF,Autofy Multipurpose Microfiber 800 GSM Pack of 2-40cm x 40cm Cleaning Towel Microfibre Cloth Highly Absorbent Dust Towels for All Vehicles Bikes Cars Glass Kitchens - Multicolour,1,Rs.100.00,12%,0%,63071110,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UNzlXpSvt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:44:02 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UwPW8qyQt,UCY4V9XWt-75x,INVOICE0002,,14 Mar  2024 2:01:16 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CLJJQMH9,VKAMCLEANER0061,Autofy 500GSM - 40cm x 40cm - [Pack of 3] - Microfiber Cloth Double Sided Microfiber Cloth for Car Lint Free Super Soft Plush Car Cleaning Cloth Sueded Edges for Scratch Free Car & Bike Cleaning,1,Rs.100.00,12%,0%,63029400,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UnLFb1Xpt,UCY4V9XWt-75x,INVOICE0002,,16 Mar  2024 3:00:39 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CSPKB5MW,VKAMCLEANER0125,Autofy Brush Rage-1 Car Cleaning Brush with Handle and Dust Cover Car AC Vent Cleaner Dashboard Cleaner Accessories for Detailing Brush Multipurpose Gadget Cleaner Car Duster Brush,2,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UcJflvvtt,UCY4V9XWt-75x,INVOICE0002,,16 Mar  2024 3:00:39 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0C3RK4WPR,CACOVER0220,Autofy TAFO Car Cover for Tata Harrier [Year 2019 Onwards] - Dust & UV Proof Waterproof Car Cover (Blue),1,Rs.100.00,12%,0%,62011390,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
Un3GY65bt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:25 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B09ZVRH1VW,CACOVER0094,Autofy 100% Waterproof Car Cover SilverTech Fabric for Tata Punch [Year 2021 Onwards] - Dust & UV Proof Car Cover with Soft Cotton Flock Layer Inside for Paint Protection,1,Rs.100.00,12%,0%,62011390,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UN2JqvSdt,UCY4V9XWt-75x,INVOICE0002,,16 Mar  2024 3:00:39 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CLJKN6BT,VKAMCLEANER0085,Autofy 550GSM - 40cm x 40cm - [Pack of 1] - Microfiber Cloth Double Sided Microfiber Cloth for Car Lint Free Super Soft Plush Car Cleaning Cloth Sueded Edges for Scratch Free Car & Bike Cleaning,1,Rs.100.00,12%,0%,63029400,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UGb6Sq5Wt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:25 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UXlkDSXnt,UCY4V9XWt-75x,INVOICE0002,,16 Mar  2024 3:00:39 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0BBRF9286,VKAMLIGHT0258,Autofy Aluminium Airplane Light (7 Colors) Waterproof Universal Warning Signal Blinker Led Strobe Rechargeable Safety Light For Bike Motorcycles Cars Bicycle Drones Helmet (Pack Of 2),1,Rs.100.00,12%,0%,85122110,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
U16tdh4Gt,UCY4V9XWt-75x,INVOICE0002,,14 Mar  2024 2:01:16 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
U3y8pX4st,UCY4V9XWt-75x,INVOICE0002,,14 Mar  2024 2:01:16 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UCnXmnNvt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:44:02 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
U3H9JH5qt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:44:02 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CLJJQMH9,VKAMCLEANER0061,Autofy 500GSM - 40cm x 40cm - [Pack of 3] - Microfiber Cloth Double Sided Microfiber Cloth for Car Lint Free Super Soft Plush Car Cleaning Cloth Sueded Edges for Scratch Free Car & Bike Cleaning,1,Rs.100.00,12%,0%,63029400,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UG2948FNt,UCY4V9XWt-75x,INVOICE0002,,13 Mar  2024 2:26:52 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UJ2b5s5mt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:25 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
U3rMQnyqt,UCY4V9XWt-75x,INVOICE0002,,14 Mar  2024 2:01:16 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UcKH8B50t,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:25 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CLJM6LLF,VKAMCLEANER0073,Autofy 500GSM - 40cm x 60cm - [Pack of 2] - Microfiber Cloth Double Sided Microfiber Cloth for Car Lint Free Super Soft Plush Car Cleaning Cloth Sueded Edges for Scratch Free Car & Bike Cleaning,1,Rs.100.00,12%,0%,63029400,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
U3J80r5dt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:25 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
U101Lf4Yt,UCY4V9XWt-75x,INVOICE0002,,14 Mar  2024 2:01:16 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CSPHZMHS,VKAMCOMBO0030,Autofy Brush RAGE-1 RAGE-2 Car Cleaning Brush with Handle and Dust Cover Car AC Vent Cleaner Dashboard Cleaner Accessories for Detailing Brush Multipurpose Gadget Cleaner Car Duster Brush (2Pcs Combo),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UcNRDkXNt,UCY4V9XWt-75x,INVOICE0002,,16 Mar  2024 3:00:39 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0C9DW6JXM,VKAMCLEANER0053,Autofy MAJIKO-3 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose Home Duster Kitchen Cleaning (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UGKFrG5rt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:26 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
U1VBYX57t,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:27 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UGZ3FqyYt,UCY4V9XWt-75x,INVOICE0002,,13 Mar  2024 2:26:52 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0BBRF9286,VKAMLIGHT0258,Autofy Aluminium Airplane Light (7 Colors) Waterproof Universal Warning Signal Blinker Led Strobe Rechargeable Safety Light For Bike Motorcycles Cars Bicycle Drones Helmet (Pack Of 2),1,Rs.100.00,12%,0%,85122110,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
U6qp71y5t,UCY4V9XWt-75x,INVOICE0002,,14 Mar  2024 2:01:16 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UCwbmd3Gt,UCY4V9XWt-75x,INVOICE0002,,13 Mar  2024 2:26:52 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CSPKB5MW,VKAMCLEANER0125,Autofy Brush Rage-1 Car Cleaning Brush with Handle and Dust Cover Car AC Vent Cleaner Dashboard Cleaner Accessories for Detailing Brush Multipurpose Gadget Cleaner Car Duster Brush,1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UwYR56SSt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:44:02 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UXVmFWXDt,UCY4V9XWt-75x,INVOICE0002,,16 Mar  2024 3:00:39 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0BBRF9286,VKAMLIGHT0258,Autofy Aluminium Airplane Light (7 Colors) Waterproof Universal Warning Signal Blinker Led Strobe Rechargeable Safety Light For Bike Motorcycles Cars Bicycle Drones Helmet (Pack Of 2),1,Rs.100.00,12%,0%,85122110,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
U6Cd1XNCt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:27 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UVgTl75Gt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:27 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UgS5Yfvrt,UCY4V9XWt-75x,INVOICE0002,,16 Mar  2024 3:00:39 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UgkYcr50t,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:26 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CSPHZMHS,VKAMCOMBO0030,Autofy Brush RAGE-1 RAGE-2 Car Cleaning Brush with Handle and Dust Cover Car AC Vent Cleaner Dashboard Cleaner Accessories for Detailing Brush Multipurpose Gadget Cleaner Car Duster Brush (2Pcs Combo),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UX4rHSvht,UCY4V9XWt-75x,INVOICE0002,,16 Mar  2024 3:00:39 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CLJJQMH9,VKAMCLEANER0061,Autofy 500GSM - 40cm x 40cm - [Pack of 3] - Microfiber Cloth Double Sided Microfiber Cloth for Car Lint Free Super Soft Plush Car Cleaning Cloth Sueded Edges for Scratch Free Car & Bike Cleaning,1,Rs.100.00,12%,0%,63029400,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UcnVS75nt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:44:50 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UJDyS4yKt,UCY4V9XWt-75x,INVOICE0002,,14 Mar  2024 2:01:16 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CLJJMYMX,VKAMCLEANER0075,Autofy 500GSM - 40cm x 60cm - [Pack of 3] - Microfiber Cloth Double Sided Microfiber Cloth for Car Lint Free Super Soft Plush Car Cleaning Cloth Sueded Edges for Scratch Free Car & Bike Cleaning,1,Rs.100.00,12%,0%,63029400,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
Uwz0rYvgt,UCY4V9XWt-75x,INVOICE0002,,16 Mar  2024 3:00:39 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CSPHZMHS,VKAMCOMBO0030,Autofy Brush RAGE-1 RAGE-2 Car Cleaning Brush with Handle and Dust Cover Car AC Vent Cleaner Dashboard Cleaner Accessories for Detailing Brush Multipurpose Gadget Cleaner Car Duster Brush (2Pcs Combo),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
U1f2vYN4t,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:25 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0C7MNKYH7,CACOVER0328,Autofy SilverTech-Black Piping 100% Waterproof Car Cover for Mahindra XUV700 [Year 2022 Onwards] - Dust & UV Proof Car Cover with Soft Cotton Flock Layer Inside for Paint Protection,1,Rs.100.00,12%,0%,62011390,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UwzQZs3ct,UCY4V9XWt-75x,INVOICE0002,,13 Mar  2024 2:26:52 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CSPKB5MW,VKAMCLEANER0125,Autofy Brush Rage-1 Car Cleaning Brush with Handle and Dust Cover Car AC Vent Cleaner Dashboard Cleaner Accessories for Detailing Brush Multipurpose Gadget Cleaner Car Duster Brush,1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UCcpt04bt,UCY4V9XWt-75x,INVOICE0002,,14 Mar  2024 2:01:16 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0C4YVBRT7,CACOVER0281,AutoGuys DF-I 100% Waterproof Car Cover Military Jungle Print Fabric for Maruti Suzuki Baleno [Year 2015 Onwards] -Dust & UV Proof Car Cover with Soft Cotton Flock Layer Inside for Paint Protection,1,Rs.100.00,12%,0%,62011390,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UXn6bkNbt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:26 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),1,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UN12RtvFt,UCY4V9XWt-75x,INVOICE0002,,16 Mar  2024 3:00:39 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0C3RK4WPR,CACOVER0220,Autofy TAFO Car Cover for Tata Harrier [Year 2019 Onwards] - Dust & UV Proof Waterproof Car Cover (Blue),1,Rs.100.00,12%,0%,62011390,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UNFd64yXt,UCY4V9XWt-75x,INVOICE0002,,14 Mar  2024 2:01:16 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CDC2QLLT,CACOVER0659,Autofy Glory 100% (Tested) Waterproof Car Cover for Maruti Vitara Brezza [Year 2015 Onwards] - Dust & UV Proof Cover with Waterproof Taping (Black),1,Rs.100.00,12%,0%,62011390,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UC1l6l5yt,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:44:50 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),2,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UCY4V9XWt,UCY4V9XWt-75x,INVOICE0002,,16 Mar  2024 3:00:39 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0BW1743YT,CABAG0004,Autofy SPAZE-4 Car Trunk Organizer Spill Proof Waterproof Anti-Skid Car Boot Organizer Storage Utility Bag Tool Box Kit Bag for All Vehicles [Large  White],1,Rs.100.00,12%,0%,42030000,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
UwwZ8F4St,UCY4V9XWt-75x,INVOICE0002,,15 Mar  2024 12:42:26 PM IST,16 Mar  2024 3:22:17 PM IST,07AAFCV4903R1ZR,B0CS6VJF8T,VKAMCLEANER0054,AUTOGUYS MAJIKO-4 Soft Microfiber Car Duster Car Brush for Car Cleaning Car Surface Wet & Dry Duster Multipurpose (Extendable) Dusting Brush ‎(Assorted Colour),2,Rs.100.00,12%,0%,96039100,EIHR/Vendorskart Online Services Pvt Ltd,Non-submitted,0
